task_id,onet_soc_code,automation_share,augmentation_share,source
18977,15-1241.00,0.602410,0.397590,anthropic_economic_index_2025_03_27
18969,15-1241.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
18966,15-1241.00,0.375000,0.625000,anthropic_economic_index_2025_03_27
18962,15-1241.00,0.578313,0.421687,anthropic_economic_index_2025_03_27
18967,15-1241.00,0.262136,0.737864,anthropic_economic_index_2025_03_27
18975,15-1241.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
18982,15-1241.00,0.405594,0.594406,anthropic_economic_index_2025_03_27
18963,15-1241.00,0.581395,0.418605,anthropic_economic_index_2025_03_27
18976,15-1241.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
18983,15-1241.00,0.327869,0.672131,anthropic_economic_index_2025_03_27
18981,15-1241.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
18970,15-1241.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
16077,15-1241.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16058,15-1241.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16081,15-1241.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16078,15-1241.01,0.324138,0.675862,anthropic_economic_index_2025_03_27
20366,15-1241.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16075,15-1241.01,0.446483,0.553517,anthropic_economic_index_2025_03_27
16070,15-1241.01,0.341463,0.658537,anthropic_economic_index_2025_03_27
1299,15-1242.00,0.549020,0.450980,anthropic_economic_index_2025_03_27
1300,15-1242.00,0.589564,0.410436,anthropic_economic_index_2025_03_27
1303,15-1242.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
21648,15-1242.00,0.266958,0.733042,anthropic_economic_index_2025_03_27
16115,15-1243.00,0.302026,0.697974,anthropic_economic_index_2025_03_27
16113,15-1243.00,0.241135,0.758865,anthropic_economic_index_2025_03_27
16114,15-1243.00,0.257069,0.742931,anthropic_economic_index_2025_03_27
16108,15-1243.00,0.358277,0.641723,anthropic_economic_index_2025_03_27
16110,15-1243.00,0.424552,0.575448,anthropic_economic_index_2025_03_27
16112,15-1243.00,0.357143,0.642857,anthropic_economic_index_2025_03_27
16105,15-1243.00,0.262774,0.737226,anthropic_economic_index_2025_03_27
16111,15-1243.00,0.180036,0.819964,anthropic_economic_index_2025_03_27
16101,15-1243.00,0.266958,0.733042,anthropic_economic_index_2025_03_27
21657,15-1243.00,0.589564,0.410436,anthropic_economic_index_2025_03_27
16106,15-1243.00,0.377049,0.622951,anthropic_economic_index_2025_03_27
21658,15-1243.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
16132,15-1243.01,0.428571,0.571429,anthropic_economic_index_2025_03_27
16124,15-1243.01,0.487500,0.512500,anthropic_economic_index_2025_03_27
16126,15-1243.01,0.438017,0.561983,anthropic_economic_index_2025_03_27
16128,15-1243.01,0.352941,0.647059,anthropic_economic_index_2025_03_27
16127,15-1243.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16118,15-1243.01,0.274336,0.725664,anthropic_economic_index_2025_03_27
16120,15-1243.01,0.686188,0.313812,anthropic_economic_index_2025_03_27
16133,15-1243.01,0.325758,0.674242,anthropic_economic_index_2025_03_27
16123,15-1243.01,0.179191,0.820809,anthropic_economic_index_2025_03_27
16129,15-1243.01,0.400248,0.599752,anthropic_economic_index_2025_03_27
16131,15-1243.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16125,15-1243.01,0.290155,0.709845,anthropic_economic_index_2025_03_27
16119,15-1243.01,0.365672,0.634328,anthropic_economic_index_2025_03_27
1319,15-1244.00,0.301028,0.698972,anthropic_economic_index_2025_03_27
1317,15-1244.00,0.278481,0.721519,anthropic_economic_index_2025_03_27
15205,15-1244.00,0.569305,0.430695,anthropic_economic_index_2025_03_27
1322,15-1244.00,0.480899,0.519101,anthropic_economic_index_2025_03_27
1323,15-1244.00,0.437500,0.562500,anthropic_economic_index_2025_03_27
1329,15-1244.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
15207,15-1244.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1273,15-1251.00,0.476371,0.523629,anthropic_economic_index_2025_03_27
1267,15-1251.00,0.593147,0.406853,anthropic_economic_index_2025_03_27
1272,15-1251.00,0.657627,0.342373,anthropic_economic_index_2025_03_27
1270,15-1251.00,0.576599,0.423401,anthropic_economic_index_2025_03_27
1271,15-1251.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1276,15-1251.00,0.540351,0.459649,anthropic_economic_index_2025_03_27
1269,15-1251.00,0.404003,0.595997,anthropic_economic_index_2025_03_27
1278,15-1251.00,0.179569,0.820431,anthropic_economic_index_2025_03_27
1275,15-1251.00,0.168317,0.831683,anthropic_economic_index_2025_03_27
1280,15-1251.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
21662,15-1252.00,0.261564,0.738436,anthropic_economic_index_2025_03_27
21673,15-1252.00,0.331148,0.668852,anthropic_economic_index_2025_03_27
21661,15-1252.00,0.306748,0.693252,anthropic_economic_index_2025_03_27
21676,15-1252.00,0.370984,0.629016,anthropic_economic_index_2025_03_27
21665,15-1252.00,0.259615,0.740385,anthropic_economic_index_2025_03_27
14641,15-1253.00,0.481793,0.518207,anthropic_economic_index_2025_03_27
14653,15-1253.00,0.210646,0.789354,anthropic_economic_index_2025_03_27
14639,15-1253.00,0.612378,0.387622,anthropic_economic_index_2025_03_27
14644,15-1253.00,0.489362,0.510638,anthropic_economic_index_2025_03_27
14643,15-1253.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
14650,15-1253.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
14647,15-1253.00,0.392915,0.607085,anthropic_economic_index_2025_03_27
14661,15-1253.00,0.574026,0.425974,anthropic_economic_index_2025_03_27
14659,15-1253.00,0.559105,0.440895,anthropic_economic_index_2025_03_27
14663,15-1253.00,0.312500,0.687500,anthropic_economic_index_2025_03_27
21680,15-1253.00,0.623595,0.376405,anthropic_economic_index_2025_03_27
21682,15-1253.00,0.370984,0.629016,anthropic_economic_index_2025_03_27
14707,15-1254.00,0.490166,0.509834,anthropic_economic_index_2025_03_27
14694,15-1254.00,0.552573,0.447427,anthropic_economic_index_2025_03_27
14700,15-1254.00,0.362986,0.637014,anthropic_economic_index_2025_03_27
14704,15-1254.00,0.392573,0.607427,anthropic_economic_index_2025_03_27
14701,15-1254.00,0.077341,0.922659,anthropic_economic_index_2025_03_27
14706,15-1254.00,0.285303,0.714697,anthropic_economic_index_2025_03_27
14714,15-1254.00,0.448485,0.551515,anthropic_economic_index_2025_03_27
14724,15-1254.00,0.600000,0.400000,anthropic_economic_index_2025_03_27
14722,15-1254.00,0.333333,0.666667,anthropic_economic_index_2025_03_27
14725,15-1254.00,0.203455,0.796545,anthropic_economic_index_2025_03_27
14727,15-1254.00,0.188235,0.811765,anthropic_economic_index_2025_03_27
14730,15-1254.00,0.292517,0.707483,anthropic_economic_index_2025_03_27
21692,15-1255.00,0.552573,0.447427,anthropic_economic_index_2025_03_27
21714,15-1255.00,0.490166,0.509834,anthropic_economic_index_2025_03_27
21704,15-1255.00,0.077341,0.922659,anthropic_economic_index_2025_03_27
21701,15-1255.00,0.447257,0.552743,anthropic_economic_index_2025_03_27
21693,15-1255.00,0.348837,0.651163,anthropic_economic_index_2025_03_27
21697,15-1255.00,0.440897,0.559103,anthropic_economic_index_2025_03_27
21710,15-1255.00,0.188235,0.811765,anthropic_economic_index_2025_03_27
21685,15-1255.00,0.285303,0.714697,anthropic_economic_index_2025_03_27
21691,15-1255.00,0.600000,0.400000,anthropic_economic_index_2025_03_27
21707,15-1255.00,0.333333,0.666667,anthropic_economic_index_2025_03_27
21695,15-1255.00,0.448485,0.551515,anthropic_economic_index_2025_03_27
21690,15-1255.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
21696,15-1255.00,0.292517,0.707483,anthropic_economic_index_2025_03_27
16209,15-1255.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16212,15-1255.01,0.388889,0.611111,anthropic_economic_index_2025_03_27
16215,15-1255.01,0.326203,0.673797,anthropic_economic_index_2025_03_27
16213,15-1255.01,0.313865,0.686135,anthropic_economic_index_2025_03_27
16210,15-1255.01,0.434284,0.565716,anthropic_economic_index_2025_03_27
14734,15-1299.01,0.324324,0.675676,anthropic_economic_index_2025_03_27
14748,15-1299.01,0.244856,0.755144,anthropic_economic_index_2025_03_27
14732,15-1299.01,0.597076,0.402924,anthropic_economic_index_2025_03_27
14735,15-1299.01,0.421277,0.578723,anthropic_economic_index_2025_03_27
14749,15-1299.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
14733,15-1299.01,0.394619,0.605381,anthropic_economic_index_2025_03_27
14759,15-1299.01,0.339233,0.660767,anthropic_economic_index_2025_03_27
14754,15-1299.01,0.448485,0.551515,anthropic_economic_index_2025_03_27
14757,15-1299.01,0.203455,0.796545,anthropic_economic_index_2025_03_27
21725,15-1299.02,0.588785,0.411215,anthropic_economic_index_2025_03_27
21731,15-1299.02,0.558637,0.441363,anthropic_economic_index_2025_03_27
21722,15-1299.02,0.523196,0.476804,anthropic_economic_index_2025_03_27
21718,15-1299.02,0.000000,1.000000,anthropic_economic_index_2025_03_27
21726,15-1299.02,0.403509,0.596491,anthropic_economic_index_2025_03_27
21730,15-1299.02,0.000000,1.000000,anthropic_economic_index_2025_03_27
21719,15-1299.02,0.666667,0.333333,anthropic_economic_index_2025_03_27
16233,15-1299.03,0.487603,0.512397,anthropic_economic_index_2025_03_27
16237,15-1299.03,0.453333,0.546667,anthropic_economic_index_2025_03_27
16220,15-1299.03,1.000000,0.000000,anthropic_economic_index_2025_03_27
16240,15-1299.03,0.382353,0.617647,anthropic_economic_index_2025_03_27
16228,15-1299.03,0.353191,0.646809,anthropic_economic_index_2025_03_27
16224,15-1299.03,0.340000,0.660000,anthropic_economic_index_2025_03_27
16221,15-1299.03,0.257286,0.742714,anthropic_economic_index_2025_03_27
16235,15-1299.03,0.306709,0.693291,anthropic_economic_index_2025_03_27
14673,15-1299.08,0.436782,0.563218,anthropic_economic_index_2025_03_27
14678,15-1299.08,0.477612,0.522388,anthropic_economic_index_2025_03_27
14669,15-1299.08,0.280543,0.719457,anthropic_economic_index_2025_03_27
14679,15-1299.08,0.390167,0.609833,anthropic_economic_index_2025_03_27
14670,15-1299.08,0.443864,0.556136,anthropic_economic_index_2025_03_27
14668,15-1299.08,0.400000,0.600000,anthropic_economic_index_2025_03_27
14691,15-1299.08,0.401674,0.598326,anthropic_economic_index_2025_03_27
14672,15-1299.08,0.258438,0.741562,anthropic_economic_index_2025_03_27
14682,15-1299.08,0.278761,0.721239,anthropic_economic_index_2025_03_27
14667,15-1299.08,0.313433,0.686567,anthropic_economic_index_2025_03_27
14688,15-1299.08,0.459780,0.540220,anthropic_economic_index_2025_03_27
14692,15-1299.08,0.600372,0.399628,anthropic_economic_index_2025_03_27
16164,15-1299.09,0.000000,1.000000,anthropic_economic_index_2025_03_27
16170,15-1299.09,0.417476,0.582524,anthropic_economic_index_2025_03_27
16168,15-1299.09,0.417647,0.582353,anthropic_economic_index_2025_03_27
3506,15-2011.00,0.216146,0.783854,anthropic_economic_index_2025_03_27
3509,15-2011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
3511,15-2011.00,0.214286,0.785714,anthropic_economic_index_2025_03_27
7369,15-2021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7374,15-2021.00,0.382406,0.617594,anthropic_economic_index_2025_03_27
20191,15-2021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7373,15-2021.00,0.398767,0.601233,anthropic_economic_index_2025_03_27
7376,15-2021.00,0.367580,0.632420,anthropic_economic_index_2025_03_27
7371,15-2021.00,0.420330,0.579670,anthropic_economic_index_2025_03_27
7375,15-2021.00,0.530612,0.469388,anthropic_economic_index_2025_03_27
7384,15-2031.00,0.400407,0.599593,anthropic_economic_index_2025_03_27
7378,15-2031.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7377,15-2031.00,0.455056,0.544944,anthropic_economic_index_2025_03_27
7379,15-2031.00,0.391534,0.608466,anthropic_economic_index_2025_03_27
7383,15-2031.00,0.333333,0.666667,anthropic_economic_index_2025_03_27
7381,15-2031.00,0.240000,0.760000,anthropic_economic_index_2025_03_27
7390,15-2031.00,0.450000,0.550000,anthropic_economic_index_2025_03_27
8953,15-2041.00,0.391608,0.608392,anthropic_economic_index_2025_03_27
8966,15-2041.00,0.468750,0.531250,anthropic_economic_index_2025_03_27
8955,15-2041.00,0.276892,0.723108,anthropic_economic_index_2025_03_27
8954,15-2041.00,0.445672,0.554328,anthropic_economic_index_2025_03_27
20192,15-2041.00,0.252747,0.747253,anthropic_economic_index_2025_03_27
8967,15-2041.00,0.350538,0.649462,anthropic_economic_index_2025_03_27
16250,15-2041.01,0.355805,0.644195,anthropic_economic_index_2025_03_27
16243,15-2041.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16258,15-2041.01,0.610169,0.389831,anthropic_economic_index_2025_03_27
16252,15-2041.01,0.512821,0.487179,anthropic_economic_index_2025_03_27
16257,15-2041.01,0.388889,0.611111,anthropic_economic_index_2025_03_27
16245,15-2041.01,0.460000,0.540000,anthropic_economic_index_2025_03_27
16241,15-2041.01,0.487395,0.512605,anthropic_economic_index_2025_03_27
16150,15-2051.01,0.500000,0.500000,anthropic_economic_index_2025_03_27
16134,15-2051.01,0.634615,0.365385,anthropic_economic_index_2025_03_27
16141,15-2051.01,0.382353,0.617647,anthropic_economic_index_2025_03_27
16144,15-2051.01,0.473244,0.526756,anthropic_economic_index_2025_03_27
16146,15-2051.01,0.577465,0.422535,anthropic_economic_index_2025_03_27
16143,15-2051.01,0.096970,0.903030,anthropic_economic_index_2025_03_27
16149,15-2051.01,0.415033,0.584967,anthropic_economic_index_2025_03_27
16148,15-2051.01,0.331210,0.668790,anthropic_economic_index_2025_03_27
16138,15-2051.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16135,15-2051.01,0.386364,0.613636,anthropic_economic_index_2025_03_27
16284,15-2051.02,0.560976,0.439024,anthropic_economic_index_2025_03_27
16268,15-2051.02,0.604972,0.395028,anthropic_economic_index_2025_03_27
16286,15-2051.02,0.378947,0.621053,anthropic_economic_index_2025_03_27
16277,15-2051.02,0.446903,0.553097,anthropic_economic_index_2025_03_27
16283,15-2051.02,0.421384,0.578616,anthropic_economic_index_2025_03_27
16272,15-2051.02,0.423077,0.576923,anthropic_economic_index_2025_03_27
16266,15-2051.02,0.086207,0.913793,anthropic_economic_index_2025_03_27
16271,15-2051.02,0.450000,0.550000,anthropic_economic_index_2025_03_27
17721,15-2099.01,0.388060,0.611940,anthropic_economic_index_2025_03_27
17709,15-2099.01,0.389744,0.610256,anthropic_economic_index_2025_03_27
17714,15-2099.01,0.358491,0.641509,anthropic_economic_index_2025_03_27
17708,15-2099.01,0.468217,0.531783,anthropic_economic_index_2025_03_27
17716,15-2099.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
17711,15-2099.01,0.529289,0.470711,anthropic_economic_index_2025_03_27
17720,15-2099.01,0.571033,0.428967,anthropic_economic_index_2025_03_27
17706,15-2099.01,0.488889,0.511111,anthropic_economic_index_2025_03_27
17707,15-2099.01,0.467532,0.532468,anthropic_economic_index_2025_03_27
17713,15-2099.01,0.373111,0.626889,anthropic_economic_index_2025_03_27
17715,15-2099.01,1.000000,0.000000,anthropic_economic_index_2025_03_27
20479,17-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
134,17-1011.00,0.447005,0.552995,anthropic_economic_index_2025_03_27
20486,17-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
130,17-1011.00,0.277778,0.722222,anthropic_economic_index_2025_03_27
140,17-1011.00,0.365079,0.634921,anthropic_economic_index_2025_03_27
19590,17-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
18470,17-1012.00,0.432432,0.567568,anthropic_economic_index_2025_03_27
20374,17-1012.00,0.395349,0.604651,anthropic_economic_index_2025_03_27
20381,17-1012.00,0.509804,0.490196,anthropic_economic_index_2025_03_27
3525,17-1021.00,0.661290,0.338710,anthropic_economic_index_2025_03_27
3542,17-1022.00,0.561905,0.438095,anthropic_economic_index_2025_03_27
3545,17-1022.00,0.400000,0.600000,anthropic_economic_index_2025_03_27
1340,17-2011.00,0.451128,0.548872,anthropic_economic_index_2025_03_27
5336,17-2021.00,0.509091,0.490909,anthropic_economic_index_2025_03_27
5330,17-2021.00,0.429688,0.570312,anthropic_economic_index_2025_03_27
21856,17-2031.00,0.385027,0.614973,anthropic_economic_index_2025_03_27
8975,17-2031.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
21857,17-2031.00,0.050000,0.950000,anthropic_economic_index_2025_03_27
18471,17-2041.00,0.214286,0.785714,anthropic_economic_index_2025_03_27
3559,17-2041.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
153,17-2051.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
16305,17-2051.01,1.000000,0.000000,anthropic_economic_index_2025_03_27
16319,17-2051.01,0.386792,0.613208,anthropic_economic_index_2025_03_27
19612,17-2051.01,0.343750,0.656250,anthropic_economic_index_2025_03_27
16309,17-2051.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16343,17-2051.02,0.000000,1.000000,anthropic_economic_index_2025_03_27
16344,17-2051.02,0.000000,1.000000,anthropic_economic_index_2025_03_27
7399,17-2061.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7402,17-2061.00,0.512195,0.487805,anthropic_economic_index_2025_03_27
7401,17-2061.00,0.370984,0.629016,anthropic_economic_index_2025_03_27
7395,17-2061.00,0.276955,0.723045,anthropic_economic_index_2025_03_27
1351,17-2071.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
20730,17-2071.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1358,17-2071.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
20729,17-2071.00,0.351648,0.648352,anthropic_economic_index_2025_03_27
1364,17-2071.00,0.301887,0.698113,anthropic_economic_index_2025_03_27
19619,17-2071.00,0.334545,0.665455,anthropic_economic_index_2025_03_27
1365,17-2071.00,0.202381,0.797619,anthropic_economic_index_2025_03_27
5339,17-2072.00,0.524841,0.475159,anthropic_economic_index_2025_03_27
20496,17-2072.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5348,17-2072.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
20495,17-2072.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5354,17-2072.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
20500,17-2072.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
16367,17-2072.01,0.632353,0.367647,anthropic_economic_index_2025_03_27
1372,17-2081.00,0.485714,0.514286,anthropic_economic_index_2025_03_27
1387,17-2081.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1393,17-2112.00,0.391304,0.608696,anthropic_economic_index_2025_03_27
16395,17-2112.01,0.378378,0.621622,anthropic_economic_index_2025_03_27
16376,17-2112.01,0.311340,0.688660,anthropic_economic_index_2025_03_27
16382,17-2112.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
18133,17-2112.02,0.597765,0.402235,anthropic_economic_index_2025_03_27
18183,17-2112.03,0.000000,1.000000,anthropic_economic_index_2025_03_27
18182,17-2112.03,1.000000,0.000000,anthropic_economic_index_2025_03_27
21905,17-2121.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
21900,17-2121.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
21893,17-2121.00,0.500000,0.500000,anthropic_economic_index_2025_03_27
21909,17-2121.00,0.500000,0.500000,anthropic_economic_index_2025_03_27
1411,17-2141.00,0.333333,0.666667,anthropic_economic_index_2025_03_27
1421,17-2141.00,0.564286,0.435714,anthropic_economic_index_2025_03_27
1413,17-2141.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
20741,17-2141.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
16398,17-2141.01,0.338462,0.661538,anthropic_economic_index_2025_03_27
16405,17-2141.01,1.000000,0.000000,anthropic_economic_index_2025_03_27
16423,17-2141.02,0.321429,0.678571,anthropic_economic_index_2025_03_27
19638,17-2141.02,0.000000,1.000000,anthropic_economic_index_2025_03_27
16432,17-2141.02,0.407767,0.592233,anthropic_economic_index_2025_03_27
16425,17-2141.02,0.359091,0.640909,anthropic_economic_index_2025_03_27
3587,17-2171.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
18156,17-2199.03,0.000000,1.000000,anthropic_economic_index_2025_03_27
18159,17-2199.03,0.406447,0.593553,anthropic_economic_index_2025_03_27
18157,17-2199.03,0.377193,0.622807,anthropic_economic_index_2025_03_27
16482,17-2199.05,0.432000,0.568000,anthropic_economic_index_2025_03_27
16474,17-2199.05,0.395833,0.604167,anthropic_economic_index_2025_03_27
16471,17-2199.05,0.365854,0.634146,anthropic_economic_index_2025_03_27
16465,17-2199.05,0.000000,1.000000,anthropic_economic_index_2025_03_27
16469,17-2199.05,0.000000,1.000000,anthropic_economic_index_2025_03_27
16503,17-2199.06,0.508772,0.491228,anthropic_economic_index_2025_03_27
16497,17-2199.06,0.393868,0.606132,anthropic_economic_index_2025_03_27
16492,17-2199.06,0.500000,0.500000,anthropic_economic_index_2025_03_27
16495,17-2199.06,0.000000,1.000000,anthropic_economic_index_2025_03_27
16502,17-2199.06,0.000000,1.000000,anthropic_economic_index_2025_03_27
16506,17-2199.06,0.164062,0.835938,anthropic_economic_index_2025_03_27
16500,17-2199.06,0.250000,0.750000,anthropic_economic_index_2025_03_27
16487,17-2199.06,0.000000,1.000000,anthropic_economic_index_2025_03_27
19657,17-2199.06,0.277778,0.722222,anthropic_economic_index_2025_03_27
18195,17-2199.07,0.209231,0.790769,anthropic_economic_index_2025_03_27
18194,17-2199.07,0.318182,0.681818,anthropic_economic_index_2025_03_27
18193,17-2199.07,0.000000,1.000000,anthropic_economic_index_2025_03_27
18189,17-2199.07,0.370370,0.629630,anthropic_economic_index_2025_03_27
18192,17-2199.07,0.000000,1.000000,anthropic_economic_index_2025_03_27
16521,17-2199.08,0.690566,0.309434,anthropic_economic_index_2025_03_27
16511,17-2199.08,0.387097,0.612903,anthropic_economic_index_2025_03_27
16530,17-2199.08,0.250000,0.750000,anthropic_economic_index_2025_03_27
16528,17-2199.08,0.480769,0.519231,anthropic_economic_index_2025_03_27
16514,17-2199.08,0.542373,0.457627,anthropic_economic_index_2025_03_27
16515,17-2199.08,0.673913,0.326087,anthropic_economic_index_2025_03_27
16518,17-2199.08,1.000000,0.000000,anthropic_economic_index_2025_03_27
16540,17-2199.09,0.000000,1.000000,anthropic_economic_index_2025_03_27
16537,17-2199.09,0.382436,0.617564,anthropic_economic_index_2025_03_27
16531,17-2199.09,0.391593,0.608407,anthropic_economic_index_2025_03_27
16535,17-2199.09,0.000000,1.000000,anthropic_economic_index_2025_03_27
19669,17-2199.09,0.333333,0.666667,anthropic_economic_index_2025_03_27
19676,17-2199.09,0.000000,1.000000,anthropic_economic_index_2025_03_27
21935,17-3011.00,0.614035,0.385965,anthropic_economic_index_2025_03_27
21948,17-3012.00,0.529412,0.470588,anthropic_economic_index_2025_03_27
21956,17-3012.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
21961,17-3012.00,0.719298,0.280702,anthropic_economic_index_2025_03_27
1465,17-3022.00,0.444583,0.555417,anthropic_economic_index_2025_03_27
1469,17-3022.00,0.460317,0.539683,anthropic_economic_index_2025_03_27
21978,17-3023.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
21977,17-3023.00,0.426523,0.573477,anthropic_economic_index_2025_03_27
21995,17-3023.00,0.346491,0.653509,anthropic_economic_index_2025_03_27
22001,17-3023.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
10892,17-3024.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
10902,17-3024.00,0.647059,0.352941,anthropic_economic_index_2025_03_27
22017,17-3024.00,0.269231,0.730769,anthropic_economic_index_2025_03_27
22021,17-3024.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
16584,17-3024.01,1.000000,0.000000,anthropic_economic_index_2025_03_27
16587,17-3024.01,0.417476,0.582524,anthropic_economic_index_2025_03_27
20513,17-3025.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
22048,17-3026.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
22061,17-3026.01,0.584270,0.415730,anthropic_economic_index_2025_03_27
22055,17-3026.01,0.432836,0.567164,anthropic_economic_index_2025_03_27
1485,17-3027.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
22086,17-3027.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
22087,17-3027.00,0.348583,0.651417,anthropic_economic_index_2025_03_27
1486,17-3027.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
22078,17-3027.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
16606,17-3027.01,0.462185,0.537815,anthropic_economic_index_2025_03_27
16602,17-3027.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16608,17-3027.01,0.369565,0.630435,anthropic_economic_index_2025_03_27
16614,17-3029.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
20384,17-3029.08,0.393443,0.606557,anthropic_economic_index_2025_03_27
16715,17-3029.08,0.380952,0.619048,anthropic_economic_index_2025_03_27
5415,19-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5414,19-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7489,19-1012.00,0.220779,0.779221,anthropic_economic_index_2025_03_27
7490,19-1012.00,0.156538,0.843462,anthropic_economic_index_2025_03_27
7485,19-1012.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7488,19-1012.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
9021,19-1013.00,0.077818,0.922182,anthropic_economic_index_2025_03_27
9022,19-1013.00,0.500000,0.500000,anthropic_economic_index_2025_03_27
9036,19-1013.00,0.508772,0.491228,anthropic_economic_index_2025_03_27
9040,19-1013.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
12932,19-1021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
12948,19-1021.00,0.109223,0.890777,anthropic_economic_index_2025_03_27
12944,19-1021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
12929,19-1021.00,0.369128,0.630872,anthropic_economic_index_2025_03_27
12937,19-1021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
12935,19-1021.00,0.139130,0.860870,anthropic_economic_index_2025_03_27
12940,19-1021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
12941,19-1021.00,0.170455,0.829545,anthropic_economic_index_2025_03_27
12943,19-1021.00,0.309524,0.690476,anthropic_economic_index_2025_03_27
3675,19-1022.00,0.261905,0.738095,anthropic_economic_index_2025_03_27
3677,19-1022.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
3684,19-1022.00,0.207692,0.792308,anthropic_economic_index_2025_03_27
1496,19-1023.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
18615,19-1023.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1494,19-1023.00,0.313793,0.686207,anthropic_economic_index_2025_03_27
16794,19-1029.01,0.181250,0.818750,anthropic_economic_index_2025_03_27
16792,19-1029.01,0.107570,0.892430,anthropic_economic_index_2025_03_27
16780,19-1029.01,0.516129,0.483871,anthropic_economic_index_2025_03_27
16789,19-1029.01,0.485714,0.514286,anthropic_economic_index_2025_03_27
16786,19-1029.01,0.608945,0.391055,anthropic_economic_index_2025_03_27
16793,19-1029.01,0.454545,0.545455,anthropic_economic_index_2025_03_27
16787,19-1029.01,0.384615,0.615385,anthropic_economic_index_2025_03_27
